year,code,name,total_shares,circulating_shares,restricted_shares,profit,industry_74,industry_level2,industry_level3,concept,product,percentage,comparable,export_ratio,domestic_ratio,notes,q1_report,q2_report,q3_report,annual_report,gross_margin,profit_growth,net_asset_ratio,undistributed_cash,bonus_shares,dividend,quarterly_comparison,beishang_initial,beishang_new,beishang_increase,beishang_decrease,beishang_current,gongmu_initial,gongmu_new,gongmu_increase,gongmu_decrease,gongmu_current,waizi_initial,waizi_new,waizi_increase,waizi_decrease,waizi_current,simu_initial,simu_new,simu_increase,simu_decrease,simu_current,shebao_initial,shebao_new,shebao_increase,shebao_decrease,shebao_current,yanglao_initial,yanglao_new,yanglao_increase,yanglao_decrease,yanglao_current,id,created_date,updated_date,created_by_id,created_by,is_sample
"2025","002006","精功科技","45516","45516","0","","工业机械","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff475","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001979","招商蛇口","792324","792162","162","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff470","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002016","世荣兆业","89910","68685","21225","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff47e","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002017","东信和平","44649","44332","117","","通信设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff47f","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002008","大族激光","105174","97880","7294","","电子设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff477","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002001","新和成","937839","254808","4031","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff471","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002014","永新股份","61610","60428","1182","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff47c","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002009","天奇股份","37930","36998","932","","工业机械","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff478","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001914","招商积余","106035","66686","39349","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff46e","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002007","华兰生物","182437","157412","25025","","生物科技","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff476","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002005","ST德豪","173242","172661","581","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff474","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002011","盾安环境","91721","91618","104","","工业机械","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff47a","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","001965","招商公路","617823","193281","424543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff46f","2025-12-24T07:15:21.800000","2025-12-31T23:18:34.528000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002010","传化智联","307146","295747","11399","","仓储物流","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff479","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","002015","协鑫能科","162332","162332","0","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9309da1c8fad1dcff47d","2025-12-24T07:15:21.800000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000610","西安旅游","23675","23242","133","","旅游","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d41b","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000600","建投能源","179163","109004","70158","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d414","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000603","盛达资源","68997","58883","10116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d416","2025-12-24T07:13:12.216000","2026-01-01T00:37:49.573000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000608","阳光股份","74991","74980","11","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d419","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000593","大通燃气","33863","35846","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d40e","2025-12-24T07:13:12.216000","2026-01-01T00:16:31.559000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000598","兴蓉科技","298622","298622","0","","专用设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d412","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000612","焦作万方","119220","119068","152","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d41c","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000605","渤海控股","35266","33764","1501","","专用设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d417","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000615","京汉股份","78118","77261","857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d41d","2025-12-24T07:13:12.216000","2025-12-31T23:26:23.379000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000597","东北较肥","134787","132434","2353","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d411","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000609","S*ST天成","29927","29209","718","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d41a","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000595","宝塔实业","113866","113605","260","","专用设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d40f","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000601","韩电股份","108055","107988","67","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d415","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000599","青岛双星","81676","81672","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d413","2025-12-24T07:13:12.216000","2025-12-31T23:23:14.560000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000596","古井贡酒","53860","40860","0","","白酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d410","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000607","华媒控股","101770","88486","13284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d418","2025-12-24T07:13:12.216000","2025-12-31T23:37:42.590000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000617","中油资源","1264208","1264208","0","","多元金融","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d41e","2025-12-24T07:13:12.216000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000548","湖南投资","49922","49919","3","","高速公路","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f0","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000573","粤宏远","63828","63293","535","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d405","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000570","苏州大通","70569","49887","5682","","专用设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d402","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000543","皖城天益","226686","226686","0","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3eb","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000559","万向钱潮","530379","275304","55075","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f9","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000590","启迪设计","23947","23938","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d40b","2025-12-24T07:13:12.215000","2025-12-31T23:37:25.951000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000555","神州信息","97974","96970","1004","","互联网","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f6","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000568","沪州市政","147150","146955","260","","白酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d401","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000586","汇源通信","19344","19344","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d409","2025-12-24T07:13:12.215000","2025-12-31T23:15:14.611000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000546","金圃股份","78078","71434","6644","","建筑工程","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3ee","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000554","泰山石油","48079","36265","11814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f5","2025-12-24T07:13:12.215000","2026-01-01T00:23:01.554000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000571","新大洲","81406","80557","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d403","2025-12-24T07:13:12.215000","2025-12-31T23:30:30.562000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000582","北部湾港","163339","126883","36455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d408","2025-12-24T07:13:12.215000","2026-01-01T00:14:35.622000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000592","平潭发展","193178","191394","1784","","建材","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d40d","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000572","海马汽车","164464","164216","248","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d404","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000550","江铃汽车","86321","51846","75","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f1","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000591","太阳能","390923","300706","90216","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d40c","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000545","金浦铛业","98683","98540","143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3ed","2025-12-24T07:13:12.215000","2025-12-31T23:21:43.335000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000553","安道麦","212981","217707","4500","","化肥农药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f4","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000564","供销大集","1916378","1518245","398132","","零售连锁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3fd","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000561","烽火电子","60469","60196","273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3fb","2025-12-24T07:13:12.215000","2025-12-31T23:26:24.358000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000566","海南海药","129737","116522","13215","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3ff","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000547","航天发展","160369","123195","37176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3ef","2025-12-24T07:13:12.215000","2025-12-31T23:26:24.037000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000560","我爱我家","235550","234996","16555","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3fa","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000589","贵州轮胎","114723","111356","3367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d40a","2025-12-24T07:13:12.215000","2025-12-31T23:23:14.744000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000544","中康科技","97468","97468","0","","建筑工程","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3ec","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000581","威孕杨创","100866","81695","1933","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d407","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000557","西部创业","145337","145792","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f7","2025-12-24T07:13:12.215000","2026-01-01T00:28:44.547000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000558","莫高股份","128922","128831","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f8","2025-12-24T07:13:12.215000","2026-01-01T00:36:13.897000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000563","陕国投","396301","396301","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3fc","2025-12-24T07:13:12.215000","2025-12-31T23:33:17.758000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000565","渝三峡","43359","43359","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3fe","2025-12-24T07:13:12.215000","2025-12-31T23:16:00.435000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000567","海德控股","15120","15036","84","","多元金融","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d400","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000551","创元科技","40398","40008","390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f2","2025-12-24T07:13:12.215000","2025-12-31T07:34:02.806000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000552","甘肥股份","235875","235550","325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3f3","2025-12-24T07:13:12.215000","2025-12-31T23:30:30.387000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000576","甲甲科技","44288","42798","1488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d406","2025-12-24T07:13:12.215000","2025-12-31T23:16:00.675000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000537","广宇集团","186252","17314","13111","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3e7","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000539","粤电力","525028","255391","189796","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3e9","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000536","闪得科技","276603","276308","295","","元器件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3e6","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000538","云南白药","128272","60572","67699","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3e8","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000534","万泽股份","50071","49151","920","","生物科技","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3e5","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000541","佛山市众","156199","105409","1317","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b928881a1c65e4989d3ea","2025-12-24T07:13:12.215000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000503","国新健康","90722","89882","839","","互联网","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772260","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000514","渝开发","84371","84377","0","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772268","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000530","冰山冷热","84321","79882","319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772275","2025-12-24T07:09:49.592000","2025-12-31T07:34:03.373000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000426","兴业矿业","183719","147534","36185","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772259","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000501","鄂武商","76899","76807","92","","零售连锁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b9505277225f","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000506","中润资源","92902","92850","52","","","","","黄金饰品","","98.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772263","2025-12-24T07:09:49.592000","2026-01-01T00:37:49.763000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000524","岭南控股","67021","67008","13","","旅游","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772270","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000518","四环生物","102956","102954","2","","生物科技","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b9505277226b","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000425","徐工机械","65402","65389","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772257","2025-12-24T07:09:49.592000","2025-12-31T23:52:26.018000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000531","穗恒运","82210","82210","0","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772276","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000520","长航凤凰","101208","101208","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b9505277226d","2025-12-24T07:09:49.592000","2025-12-31T23:59:13.942000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000419","通程控股","54358","54329","29","","零售连锁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b91bd0305b95052772253","2025-12-24T07:09:49.592000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
